Zourma
Tatarko
Tasien
Tassien
Tasten
Tasamakat
Tassamakat
Tanmounouma
Tarmounouma
Targo
Taptonndi
Toptondi
Tapogo
Tapoko
Province de la Tapoa
Tapoa
Tapelara
Tapoulara
Tapoularo
Tapularo
Tapélara
Taosongo
Tangsega
Tangséga
Taoboule
Taoboulle
Taoboullé
Taoboulé
Tanzeogo
Tanzéogo
Tensoro
Tanwaka
Tanvi
Tanvi Nakamtenga
Tanvi Nakomtenga
Tantili
Tantiri
Tangyaka
Tantiaka
Tangsobintenga
Tansobentenga
Tansila
Tansilia
Tansilla
Tassila
Tansie
Tansié
Tansarga
Tampoui
Tanpouya
Tanngrawa
Tanngrawal
Tambougou
Tanmbongou
Tanlouka
Tangargen
Tanlargen
Tanlarghin
Tanlarguen
Tanlarguin
Tanlalle
Tanlallé
Tankui
Tankuy
Tionkoui
Tionkui
Tankoulounga
Tankori
Tankogonadye
Tankogounadie
Tankogounadié
Tankougounadie
Tankougounadié
Tang Yiba
Tanhiba
Tangue
Tanguen
Tangué
Tansega
Tanséga
Tangouna
Tanhouna
Tangoue
Tangoué
Taongue
Taongué
Dassouri
Dassuri
Tangen-Dassouri
Tanghin-Dassouri
Tangin Dassouri
Tanguen-Dassouri
Tangen
Tanghin
Tanguin
Tange
Tangé
Tanga Zakou
Tangazakou
Tangaye
Tangayé
Tangassoko
Tengassoko
Tangare
Tangaré
Tamgapore
Tamgaporé
Tangapore
Tangaporé
Tangagari
Tangangari
Tane
Tané
Tare
Taré
Tandaga
Tamsweoghin
Tamsweoguen
Tamswéoghin
Tampwi
Tampouye
Tampui
Tamponga
Talmigou
Tamniga
Tammpouya
Tampouya
Tammpoure
Tammpouré
Tampoure
Tampouré
Tambipour
Tamipar
Tamfousse
Tamfoussé
Tanvousse
Tanvoussé
Tambidi
Tanbarga
Tambao
Talleoueguin
Talléouéguin
Taloueguen
Talouèguen
Talle
Tallé
Tako
Takora
Takoura
Takabougou
Takaboungou
Tokebango
Tagbaladougou
Takaledougou
Takalédougou
Saba Kolangal
Taga Sougo
Tabtenga
Taptenga
Tabou
Tabu
Taa
Tâa
Soui
Sui
Soukoui
Soukouy
Soukuy
Souxui
Souxuy
Sukui
Souryala
Souri
Soury
Souré
Sorona
Sourouna
Sounoukoundinka
Sourkoudinga
Souroukoudinga
Souroukoudinka
Souroukoundinka
Province du Sourou
Sourou
Bague
Bagué
Sourrien
Sourgoubila
Sourgourbila
Sourgou
Surgu
Simousso
Simusso
Soumousso
Sombora
Soumbara
Simbara Bumba
Simbaraboumba
Soumara Boumba
Soumarabomba
Province du Soum
Soum
Somi
Soulougou
Souloungou
Sulungu
Soula
Soulo
Soulou
Soudongui
Soudougny
Soudougou
Soudougui
Souboui
Soubouy
Soubouye
Gorbera
Gorbéra
Soubouniabo
Soubeira
Soubera
Soubeyra
Soubèyra
Soubéira
Soubéra
Sobore
Soboré
Soubare
Soubaré
Soubakaniedougou
Soubakaniédougou
Subakaniedugu
Sanguena
Sanguéna
Senguena
Senguéna
Soronkina
Seroni
Soroni
Seriba
Soriba
Sériba
Sonkouissi
Sonkounsi
Joungo
Soungo
Sogonaba
Song Naba
Sondere
Sondire
Sondiré
Sondre
Sondré
Sondéré
Sonore
Sonoré
Petit Bale
Petit Balé
Sompora
Sonmpera
Sonmpéra
Sommpela
Sommpéla
Sompela
Sompéla
Sommbo
Somé
Somasen
Somassen
Sona
Solemnore
Solemnoré
Solomnore
Solomnoré
Salanso
Solenso
Solenzo
Sokorani
Sokourani
Soukourani
Sokouraba
Soukouraba
Sukuraba
Sokoura
Soukoura
Sokoroni
Sokadie
Sokadié
Soukadye
Soukadyé
Soin
Souin
Soden
Sohodene
Sohodène
Sogopelse
Sogopelsé
Sogpelce
Sogpelcé
Sogosagasso
Sorosarasso
Sorossarasso
Sogodene
Sogodin
Sogodène
Sofekel
Soffokel
Soffokèl
Sofékèl
Soankui
Sonankui
Soala
Soata
Sare
Saré
Snare
Snaré
Koka
Sivi
Sitiena
Sitiéna
Sathonga
Seytanga
Seytenga
Sitenga
Sothonga
Province de la Sissili
Sissili
Sise-Yarse
Sisse Yarce
Sissé Yarcé
Sisé-Yarsé
Cisse
Cissé
Sisse
Sissé
Sisili
Sissilli
Sisen
Sissen
Sirakoro
Sirankoro
Sirikoro
Sipohin
Siou
Sio
Sion
Sensene
Senssene
Sensséné
Senséné
Sinssenne
Sinssenné
Yarse
Yarsé
Segeden
Seguedin
Seredin
Singdin
Séguédin
Ségéden
Sérédin
Sindoukoro
Sindoukorony
Sindoukouroni
Sindukoro
Aiguille de Sindou
Aiguilles de Sindou
Sindou
Sinndou
Sindu
Sindie
Sindio
Sindié
Silorola
Sokorola
Silmiougou
Silmyougou
Silmisse
Silmissen
Silmissi
Silmissin
Silmissé
Silkouka
Sehire
Sikire
Sikiré
Sikre
Sikré
Séhiré
Sika
Ziekui
Ziékui
Sihissene
Sihissène
Siguimououssi
Siguinvousse
Siguinvoussé
Siouimououssi
Siguinvouse
Siguinvousé
Siguinoguin
Sigore
Sigorin
Sigoro
Sigoré
Sigemfouse
Sigémfousé
Sifarasso
Siforasso
Sienkouey
Sienkoueye
Seniena
Sienana
Siénana
Séniéna
Biena
Biéna
Siena
Siéna
Sien
Sièn
Siekoro
Siékoro
Siedougou
Siédougou
Sidtenga
Sidtinga-Bangre
Sidtinga-Bangré
Sedou Moukar
Sidoumoukar
Sideradougou
Sidéradougou
Siradougou
Sibi
Siby
Sibe
Sibé
Sidé
Seyou
Séyou
Sei
Seye
Seï
Séyé
Sewali
Siewali
Siéwali
Séwali
Serkissoum
Serkissouma
Serkissoume
Serkissume
Serine
Serinie
Sérinié
Sériné
Serena
Séréna
Serekeni
Serekini
Sérékini
Sérékéni
Serefedougou
Séréfédougou
Senokay
Senokaye
Sénokay
Sénokayé
Fouroufo
Seno-Kayes
Senokael
Séno-Kayes
Sénokael
Seno
Séno
Semtenga
Sèmtenga
Selogen
Seloguen
Sélogen
Séloguen
Sekouantou
Sekwantou
Soukountou
Sékouantou
Sékwantou
Mossi
Segue Kourmire
Ségué
Ségué Kourmiré
Seguedougou
Seguedugu
Séguédougou
Segueden
Séguèden
Sebba
XSE
Zebba
Saya
Saye
Sayé
Savili
Satir
Satiri
Saterna
Sadaba
Sataba
Sassambare
Sassambaré
Sassanbare
Sassanbaré
Saria
Saria-Vili
Sarya
Sargo
Saraptinga
Saraptinga Mossi
Sara-Hantiaye
Sara-Hantiayé
Sapoui
Sapouy
Sapui
Sapou
Soyapou
Sapone
Sapone Sabsen
Sapone-Marche
Sapone-Sabsin
Saponé
Saponé Sabsen
Saponé-Marché
Saponé-Sabsin
Karkouidigen
Karkouidiguen
Sapelo
Sapélo
Sapaca
Sapaga
Sofara
Zapara
Sahou
Saoura
Saonga
Saouga
Santi
Sanogho
Sanogo
Province du Sanmatenga
Sanmatenga
Sankoue
Sankoué
Sankwe
Sankwé
Sankonde
Sankondé
Sanhoui
Sanoui
Sanghi
Sangye
Sangyè
Province du Sanguie
Province du Sanguié
Sanguie
Sanguié
Bougoulema
Bougouléma
Sangouelema
Sangoulema
Sangouléma
Sangouélema
Sougoulema
Sougouléma
Sangoue
Sangoué
Takoube
Takoubé
Sangolo
Sianga
Natenga
Sangha
Sandogo
Saodgho
Saodona
Saodora
Sancre
Sancré
Sanre
Sanré
Sanare
Sanakadougou
Sanankadougou
Salambore
Salamboré
Sananbore
Sananboré
Sanaba
Sanata
Samtaba
Santaba
Samperi
Sampéri
Sankpoueri
Sankpouéri
Sampelga
Sampèlga
Sempelga
Sampa
Samorogan
Samorogouan
Samorogwan
Samorokogan
Samogo-Iri
Samogohiry
Samohiri
Samokiri
Samba Bouli
Sammba Bouli
Sambielgou
Sambyalgou
Hoggo Cerno
Sambanaye
Sambonay
Sambonaye
Sambouney
Sambiri
sambiri
Sambayourou
Sanbayourou
Sambalgo
Sambalgou
Samoalgou
Sombalgou
Sombalgu
Sammba
Saltenga
Saltinga
Salorgo
Sonrogo
Sorgo
Salogho
Salogo
Salna
Solhan
Solna
Salbo
Salebo
Salanga
Sakouiliga
Sakouliga
Sakoudi
Sakou
Sakoense
Sakoensé
Sakoince
Sakoincé
Sakoinse
Sakoinsi
Sakoinsé
Peul
Sakoani
Chapani
Tchapani
Sagala
Sakala
Segala
Ségala
Saguen
Saguin
Sarin
Safia
Safane
Safané
Sadon
Sadoin
Sadouin
Saduin
Sabletenga
Sabtenga
Sabace
Sabasse
Sabassé
Sabce
Sabcé
Sabse
Sabsé
Saberaoko
Sabraogo
Sambrogo
Sabouri
Sabouri Natenga
Sabouri Nakora
Saburi
Sabou
Sabu
Saboua
Saaba
Ronsen
Rousen
Rounou
Romtanguen
Roum-Tangue
Roum-Tangué
Dogo
Rogo
Dobolo
Dotolo
Roblo
Dobegnana
Dobegnema
Dobégnéma
Robena
Robèèna
Robéna
Rissiam
Riziam
Rengueba
Renguéba
Ringueba
Ringuéba
Dihalo
Rihalo
Digui
Rigui
Ridimba
Ridimbo
Ridimmba
Reo
Réo
Рео
Rassouli
Rassombe
Rassombé
Rassomde
Rassomdé
Rapadama
Ropedama
Ropédama
Raogueba
Raoguèba
Rambo
Ranbo
Ramonkodogo
Rambi
Rammbi
Ramesse
Ramessé
Raminse
Raminsé
Ramesma
Ramesoum
Ramessoum
Rammbo
Ralo
Raka
Ragueguema
Ragueguena
Raguéguéma
Raguéguéna
Ragen
Raguen
Rafnaman
Ras Haman
Ras Hamman
Ras Hamnian
Raale
Raalé
Parata
Perata
Prata
Poure
Pouré
Pouitenga
Pouitenga-Tanlili
Pouytenga
Pouytenga Tanlili
Pouswaka
Poussougaboko
Poussougoubako
Poussoaca
Poussoaka
Pousouwaka
Poussouwaka
Pousghin
Pousguen
Poura
Pourra
Pouri
Pourou
Pura
Pounkougan
Pounkouyan
Pou
Poune
Pu
Pondou
Poundou
Poun
Pouni
Idietou
Pouloupoulou
Foulali
Poulalle
Poulallé
Poullale
Poullalé
Pouedogo
Pouedoro
Pouédogo
Pouédoro
Puedoro
Pora
Lori
Pore
Poré
Kopoi
Kopoï
Popoi
Popoï
Province du Poni
Ponalateon
Ponalateou
Ponalation
Ponalatéon
Ponalatéou
Ponaleteon
Ponalétéon
Pola
Poikoro
Poïkoro
Paidogo
Païdogo
Poidogo
Poïdogo
Nimbore
Nimboré
Ninbo
Poguia
Pogoro
Poessin
Poëssin
Tanama
Peodogo
Poedogo
Poédogo
Péodogo
Poa
Poua
Pô
Pitmoaga
Pissi
Pissi Sobogo
Pissila
Pinsi
Pissele
Pissélé
Pinga Sogodin
Pira Sogode
Pira Sogodé
Pensa
Pinsa
Ponsa
Piladi
Piladji
Pilaji
Piela
Pilea
Piléa
Piéla
Pibaore
Pibaoré
Piboure
Pibouré
Petoy
Petoye
Pétoy
Pétoye
Petoissire
Petosire
Pétosiré
Pétoïssire
Peterui
Poterkoe
Péterui
Petemereol
Petemeriol
Pétémériol
Pétéméréol
Petelkotia
Pétèlkotia
Petra
Péta
Pétra
Pesevrou
Pessevrou
Pèsèvrou
Péssévrou
Perigban
Perighan
Porigbari
Périgban
Périghan
Perakoui
Perakouy
Perakui
Pérakoui
Pérakouy
Pérakui
Peokoy
Peokoye
Peoukoy
Peoukoye
Péokoy
Péokoye
Péoukoy
Péoukoye
Penyon Fouanou
Penyonfwanou
Pényon Fouanou
Pényonfwanou
Kikideni
Kikidéni
Pentieri
Pentiéri
Penpemdiadou
Pimpindiangou
Penfouogo
Penfwogo
Pènfwogo
Pendiaga
Pendyaga
Pèndiaga
Pendaga
Pendega
Koetchongo
Kouatchongo
Kouetchongo
Kuechongo
Penchyangou
Pènchyangou
Bobontchenou
Bobounetchenhou
Nebba
Péna
Béla
Pela
Pèlla
Péla
Pelenia
Pelignan
Pélignan
Pélénia
Paleoute
Paléouté
Pelhoute
Peloute
Pelouté
Pélhouté
Pekui
Pekuy
Pékui
Pékuy
Peela Kibitiguia
Pelatibitiguia
Péela Kibitiguia
Pélatibitiguia
Pamtore
Pamtoré
Pantore
Pantoré
Paouantore
Paouantoré
Pawantore
Pawantoré
Passore
Passakongo
Passakonko
Paspanga
Passepanga
Pasiblinga
Passiblinga
Pasena
Passena
Passéna
Paséna
Partiaga
Partyaga
Partiga
Faounde
Faoundé
Faunde
Paounde
Paoundé
Pansi
Tansi
Pampakui
Panpakui
Fanon
Pano
Panon
Pankankanti
Pokankanti
Pani
Fandamasso
Panamanso
Panamasso
Pandamasso
Pam Tousi
Pamtoussi
Pamnogen
Pamnoguen
Panea
XPA
Paloua
Poloua
Palesgo
Palèsgo
Polesgo
Pahin
Pagou
Pagu
Pabre
Pabré
Oubaye
Ouyaye
Ouyayé
Otolou
Otoulou
Outoulou
Outiela
Outila
Ousanfwanou
Oussan Fouanou
Ouri
Oury
Mare d'Oursi
Mare d’Oursi
Oursg
Oursi
Oursy
Worsi
Niamadougou
Ourouyama
Odoukou
Oulouha
Ouoroko
Ourouko
Ouarove
Ouarové
Ouroue
Ouroué
Ouroubono
Ouro Torode
Ouro Torodé
Ouro-Torobe
Ouro-Torobé
Ingani
Ouro Ingani
Komanti
Oumboli
Ouro Boule
Ouro Boulé
Umboli
Ouo
Wo
Ourgou
Ourgou Yarse
Ourgou Yarsé
Opaou
Oupaon
Ouona
Wona
Gombele
Gombélé
Ouomene
Ouomene Gombele
Ouoméné
Ouoméné Gombélé
Womene Gombole
Womene-Gombele
Woméné Gombolé
Woméné-Gombélé
Ouolonkoto
Wolokonto
Ouolo
Wolo
Ouenzego
Ounzego
Ounzeogo
Ounzégo
Ounzéogo
Unzego
Ounougou Fouanou
Ounougoufwanou
Oumnogo
Oumnogue
Oumnogué
Oulfo Alfa
Oulphou Alpha
Oulo
Ulo
Oulande
Oulandé
Oulani
Oukoulerou
Oukoulourou
Oukoulérou
Ouissega
Ouissiga
Ouintini
Ouindigui
Woindigui
Ouendigui
Quindigui
Ouile
Ouilé
Wile
Ouidtogen
Ouidtoguen
Oiudtenga
Ouibtenga
Oui
Ougarou
Ongarou
Ouarou
Waru
Ouassa
Ouessa
Wassa
Wesa
Wessa
Ouero
Ouoro
Ouéro
Ouenne
Ouènné
Ouendopoli
Ouendoupoli
Ouéndoupoli
Oua
Ouatini
Oueleni
Ouéléni
Weleni
Wéléni
Ouegueda
Oueguedo
Ouéguéda
Ouéguédo
Oueenga
Ouéenga
Ouedegin
Ouedeguen
Ouédégin
Ouédéguen
Boulougnidi
Boulounidi
Bulugnidi
Oudyoumoudi
Oudalan
Province de l'Oudalan
Province de l’Oudalan
Oubritenga
Province d'Oubritenga
Province d’Oubritenga
Ouboulo Fouanou
Ouboulofwanou
Oubele Saba
Oubere Saba
Oubélé Saba
Oubéré Saba
Ouro-Sabe
Ouro-Sabé
Uro-Sabe
Koubaye
Kubaye
Oubay
Ouayou
Voyou
Voyu
Woyou
Oua Yarse
Oua Yarsé
Ouga
Ouga Yarse
Ouga Yarsé
Ouayalgui
Ouatiano
Wationao
Ouarkoy
Ouarkoye
Waranko
Warkoye
Ouargay
Ouargaye
Ouaregou
Ouarégou
Ouapasse
Ouapassi
Ouapassé
Ouampega
Ouampéga
Ouakuy
Wakui
Ouakara
Wakara
OUG
Ouahigouya
Waiguya
Ouahabou
Ouhabou
Wahabou
Gorad Uagadugu
OUA
Ouagadouga
Ouagadougou
Ouankantounkou
Ougadougou
Owagadugu
Uagadougou
Uagadugu
Uagaduguo
Uagadugú
Uaqaduqu
Vagadugu
Wagadugu
awagadwgw
uagadugu
vagadugu
vakatuku
wa jia du gu
wa ka du ku
wagado~ugu
wagadugu
waghadwghw
Ουαγκαντουγκού
Ουαγκαντούγκου
Горад Уагадугу
Уагадугу
Ուագադուգու
ואגאדוגו
וואגאדוגו
ئۆئاگادۆگۆ
اوآگادوگو
اواگادوگو
اوگاڈوگو
واغادوغو
वागाडुगू
ਵਾਗਾਦੁਗੂ
வாகடூகு
วากาดูกู
ཨོ་འ་ག་དོའུ་གོའུ།
უაგადუგუ
ዋጋዱጉ
ワガドゥグー
瓦加杜古
와가두구
Orodara
Okoulourou
Oassenfouegue
Oassenfouégué
Oassennfouegue
Oassennfouégué
Niou
Niu
Nyou
Nioko II
Nyoko
Nioko I
Nindala
Nyinndalo
Nimi
Nyieme
Nyiémé
Niega
Nièga
Nyegha
Nyégha
Nouong
Nounou
Nunu
Mouni
Nouni
Nongo
Nouna
XNU
Noumousso
Noumoukedougou
Noumoukiedougou
Noumoukiédougou
Noumoukyedougou
Noumoukyédougou
Noumoukédougou
Numukiedugu
Noumoudara
Numudara
Houlli
Koulou Houli
Noulli
Naoungo
Nogoungo
Nouhoungo
Mawli River
Morbiri
Morbiri Nuhau
Nahau
Nouaho
Nouhao
Nokoui
Nokouy
Nouankui
Noro
Norde
Nordé
Nongsom
Nongofaere
Nongofaire
Nongofayere
Nongofayéré
Nongofaéré
Nongofaïre
Nolonkonto
Wolonkonto
Wolonkoto
Nehourou
Nohoro
Néhourou
Noese
Noesse
Noessé
Noésé
Nobieul
Nobwel
Nobwèl
Nobili
Noboli
Nobere
Nobéré
Rissouma
Noali
Noalli
Noaka
Inkanpira
Nkanpira
Nizel
Nizele
Nizèl
Nizéle
Niseo
Nisseo
Nisséo
Niséo
Niefoma
Nifopoma
Nioumfoarma
Nipopoma
Niéfoma
Niouma
Niuma
Nionranga
Nioranga
Nion
Nyon
Niempourou
Niempuru
Nienipourou
Niompourou
Niénipourou
Niogotenga
Niorotenga
Nienyon
Ninion
Niényon
Nyenyon
Ningare
Ningaré
Niadorgou
Nianongo
Nindangou
Nindaongo
Nieme
Nimina
Niémé
Nignega
Nignena
Nignéga
Nignéna
Ninga
